match_id,match_date,home,away,home_poss,away_poss,home_manager,home_gender,home_date,home_manager_city,home_style,home_tactics,away_manager,away_gender,away_date,away_manager_city,away_style,away_tactics,venue,attendance,city,referee,ar1,ar2,fourth,var,league,gender,season,referee_cert,ar1_cert,ar2_cert,fourth_cert,var_cert,home_city,away_city
68456651,2023-04-08 21:00,Racing Sant,Albacete,36.0,64.0,José Alberto López,Male,1983-08-17,"Oviedo, Spain",Pragmático,4-4-2,Rubén Albés,Male,1985-08-07,"Girona, Spain",Táctico,4-3-3,Campos de Sport de El Sardinero,12033.0,"Santander, Spain",Iosu Galech,David Fernández,Christian Valverde,Guillermo Conejero Sánchez,Víctor Areces,Segunda División,Male,2022-2023,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,"Santander, Spain","Albacete, Spain"
6852e518,2023-10-05 19:00,FC Andorra,Zaragoza,41.0,59.0,Eder Sarabia,Male,1980-11-23,"Barcelona, Spain",Táctico,4-2-3-1,Fran Escribá,Male,1965-09-03,"Valencia, Spain",Defensivo,4-4-2,Estadi Comunal d'Andorra la Vella,2521.0,"Andorra la Vella, Andorra",Dámaso Arcediano,Marcos Cerdán Aguilar,Adrián Díaz,Luis Bestard Servera,David Gálvez,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,"Andorra la Vella, Andorra","Zaragoza, Spain"
6872431e,2022-08-13 17:00,Eibar,Tenerife,62.0,38.0,Gaizka Garitano,Male,1975-07-09,"Bergara, Spain",Defensivo,4-2-3-1,Ramis Snow,Male,1970-07-09,"Maó, Spain",Defensivo,4-4-2,Estadio Municipal de Ipurúa,3024.0,"Eibar, Spain",Adrián Cordero,Aitor Moleón,Gonzalo López,Miguel Sesma,Daniel Ocón,Segunda División,Male,2022-2023,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,"Eibar, Spain","Tenerife, Spain"
68a32c10,2023-10-08 18:30,Alavés,Betis,40.0,60.0,Luis García,Male,1973-02-10,"Zaragoza, Spain",Táctico,4-4-2,Manuel Pellegrini,Male,1953-09-16,"Santiago, Chile",Táctico,4-2-3-1,Estadio de Mendizorroza,18288.0,"Vitoria-Gasteiz, Spain",Alejandro Hernández,José Naranjo,Diego Sánchez,Jaime Ruiz,Valentín Pizarro,La Liga,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,"Vitoria-Gasteiz, Spain","Sevilla, Spain"
68acfbf0,2022-04-16 21:00,Cartagena,Alcorcón,55.0,45.0,Luis Carrión,Male,1978-07-26,"Barcelona, Spain",Pragmático,4-4-2,Fran Fernández,Male,1981-03-03,"Salamanca, Spain",Defensivo,4-4-2,Estadio Municipal Cartagonova,6801.0,"Cartagena, Spain",Iosu Galech,Álvaro Granel,Ion Rodríguez Portela,José Antonio Sánchez,Víctor Areces,Segunda División,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,AFC Master Referee Certification,UEFA Pro Referee License,"Cartagena, Spain","Alcorcón, Spain"
68deddfd,2021-12-12 14:00,Leganés,Ponferradina,56.0,44.0,Mehdi Nafti,Male,1978-11-28,"Marseille, Francia",Táctico,4-2-3-1,Bolo Snow,Male,1970-10-28,"Oviedo, Spain",Pragmático,4-2-3-1,Estadio Municipal de Butarque,7117.0,"Leganés, Spain",Raúl González,José Escuela,Christian Valverde,Pablo Morales,Víctor Areces,Segunda División,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,"Leganés, Spain","Ponferrada, Spain"
690b3597,2021-08-28 22:00,Ponferradina,Girona,37.0,63.0,Bolo Snow,Male,1970-10-28,"Oviedo, Spain",Pragmático,4-2-3-1,Michel Snow,Male,1963-03-23,"Madrid, Spain",Ofensivo,4-3-3,Estadio El Toralín,3397.0,"Ponferrada, Spain",Juan Pulido,Francisco Arencibia,Josep Bordoy,Sergio Pérez,Santiago Varón,Segunda División,Male,2021-2022,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,"Ponferrada, Spain","Girona, Spain"
694c44bb,2022-03-07 21:00,Athletic Club,Levante,50.0,50.0,Marcelino Snow,Male,1965-08-14,"Villaviciosa, Spain",Ofensivo,4-4-2,Alessio Lisci,Male,1974-11-24,"Livorno, Italia",Táctico,4-2-3-1,San Mamés,29485.0,"Bilbao, Spain",Alejandro Muñíz,Marcos Cerdán Aguilar,Ignacio Alonso,Alberto Gómez Lameiro,Ignacio Iglesias,La Liga,Male,2021-2022,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,"Bilbao, Spain","Valencia, Spain"
696716a5,2023-09-16 21:00,Real Betis,Villarreal,46.0,54.0,María Pry,Female,1985-07-02,"San Sebastián, Spain",Desarrollo Juvenil,4-2-3-1,Sara Monforte,Female,1983-05-21,"Valencia, Spain",Táctico,4-3-3,Ciudad Deportiva Luis del Sol,,"Sevilla, Spain",María Eugenia Gil Soriano,Frédéric Duplus,Iris Romero Cancelas,Selina Álvarez Blanco,,Liga F,Female,2023-2024,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,AFC Master Referee Certification,,"Sevilla, Spain","Villarreal, Spain"
6989590b,2024-01-14 14:00,FC Andorra,Leganés,68.0,32.0,Eder Sarabia,Male,1980-11-23,"Barcelona, Spain",Táctico,4-2-3-1,Borja Jiménez,Male,1979-04-19,"Santo Domingo de la Calzada, Spain",Ofensivo,4-3-3,Estadi Comunal d'Andorra la Vella,1531.0,"Andorra la Vella, Andorra",Raúl González,Christian Valverde,Álvaro Carreño,Sergio Escriche,Gorka Sagues,Segunda División,Male,2023-2024,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Andorra la Vella, Andorra","Leganés, Spain"
6993ab9a,2022-12-11 12:00,Villarreal,Sporting Huelva,53.0,47.0,Sara Monforte,Female,1983-05-21,"Valencia, Spain",Táctico,4-3-3,Antonio Toledo,Male,1984-08-27,"Valencia, Spain",Defensivo,4-2-3-1,Ciudad Deportiva Del Villarreal,,"Villarreal, Spain",Alex Bruno,Carmela Capistros Bitrian,Daniel Arreola,Edgar Malakyan,,Liga F,Female,2022-2023,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,,"Villarreal, Spain","Huelva, Spain"
69b0c7f3,2022-04-16 14:00,Elche,Mallorca,53.0,47.0,Francisco Snow,Male,1979-10-06,"Salamanca, Spain",Táctico,4-4-2,Javier Aguirre,Male,1958-12-01,"Mexico City, México",Pragmático,4-4-2,Estadio Manuel Martínez Valero,20257.0,"Elche, Spain",José Sánchez,Raúl Cabañero,José Gallego,Juan Campos,José González,La Liga,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,"Elche, Spain","Palma de Mallorca, Spain"
6a01f711,2022-09-25 17:00,Villarreal,Barcelona,33.0,67.0,Sara Monforte,Female,1983-05-21,"Valencia, Spain",Táctico,4-3-3,Jonatan Giráldez,Male,1987-02-05,"San Sebastián, Spain",Ofensivo,4-3-3,Ciudad Deportiva Del Villarreal,,"Villarreal, Spain",Elia María Martínez Martínez,Naomi Bellido Alcolea,Camora,Ágata Lopez,,Liga F,Female,2022-2023,AFC Master Referee Certification,AFC Master Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,,"Villarreal, Spain","Barcelona, Spain"
6a02cbec,2023-08-26 19:00,Cádiz,Almería,52.0,48.0,Sergio Snow,Male,1975-03-10,"Oviedo, Spain",Pragmático,4-2-3-1,Vicente Moreno,Male,1974-03-30,"Massanassa, Spain",Ofensivo,4-2-3-1,Estadio Nuevo Mirandilla,18653.0,"Jerez de la Frontera, Spain",Víctor García,Joan Méndez,Julián Villaseñor,David López Jiménez,Carlos del Cerro,La Liga,Male,2023-2024,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,"Cádiz, Spain","Almería, Spain"
6a28ea25,2022-03-27 14:00,CD Mirandés,Ponferradina,49.0,51.0,Joseba Etxeberria,Male,1977-09-05,"Elgoibar, Spain",Ofensivo,4-3-3,Bolo Snow,Male,1970-10-28,"Oviedo, Spain",Pragmático,4-2-3-1,Estadio Municipal de Anduva,2643.0,"Miranda de Ebro, Spain",Saúl Ais,Marcos Saenén,Rubén Campo Hernández,Francisco  Fernández Vidal,Luis Milla,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification,AFC Master Referee Certification,UEFA Pro Referee License,"Miranda de Ebro, Spain","Ponferrada, Spain"
6a46394b,2023-04-23 21:00,Sevilla,Villarreal,38.0,62.0,Mendilibar Snow,Male,1961-01-14,"Zaldibar, Spain",Defensivo,4-4-2,Quique Setién,Male,1958-09-27,"Santander, Spain",Táctico,4-3-3,Estadio Ramón Sánchez Pizjuán,29635.0,"Sevilla, Spain",Ricardo de Burgos,Roberto Díaz,Jon Núnez,Gorka Etayo Herrera,Santiago Jaime,La Liga,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Sevilla, Spain","Villarreal, Spain"
6a49f7b2,2024-02-11 14:00,Villarreal B,Tenerife,55.0,45.0,Miguel Álvarez,Male,1964-11-15,"Castro Urdiales, Spain",Desarrollo Juvenil,4-3-3,Asier Garitano,Male,1970-02-20,"Bergara, Spain",Táctico,4-2-3-1,Estadio de la Cerámica,1141.0,"Villarreal, Spain",Alejandro Quintero,Unai García,Manuel Sarmiento,Albert Ávalos,Aitor Gorostegui,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,"Villarreal, Spain","Tenerife, Spain"
6a5bcbef,2023-03-26 20:00,Las Palmas,Sporting Gijón,80.0,20.0,García Pimienta,Male,1974-08-01,"Barcelona, Spain",Desarrollo Juvenil,4-3-3,Miguel Ángel Ramírez,Male,1984-07-10,"Las Palmas de Gran Canaria, Spain",Ofensivo,4-3-3,Estadio de Gran Canaria,17654.0,"Las Palmas de Gran Canaria, Spain",Rubén Ávalos,Brian Valencia,Josep Antoni Vigo Gatius,Aimar Velasco,Iñaki Bikandi,Segunda División,Male,2022-2023,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,"Las Palmas de Gran Canaria, Spain","Gijón, Spain"
6a808441,2022-10-13 19:00,CD Mirandés,Levante,52.0,48.0,Joseba Etxeberria,Male,1977-09-05,"Elgoibar, Spain",Ofensivo,4-3-3,Felipe Snow,Male,1966-03-19,"Madrid, Spain",Táctico,4-3-3,Estadio Municipal de Anduva,2612.0,"Miranda de Ebro, Spain",Álvaro Moreno,Rodrigo Blázquez Sánchez,Miguel Ortuño,Carlos Muñiz Muñoz,David Pérez,Segunda División,Male,2022-2023,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Miranda de Ebro, Spain","Valencia, Spain"
6aa251fe,2021-11-20 18:30,Atlético Madrid,Osasuna,60.0,40.0,Diego Simeone,Male,1970-04-28,"Buenos Aires, Argentina",Defensivo,4-4-2,Jagoba Arrasate,Male,1978-03-12,"Berriatua, Spain",Ofensivo,4-3-3,Estadio Wanda Metropolitano,53261.0,"Madrid, Spain",José Sánchez,Raúl Cabañero,José Gallego,Sergio Usón,David Medié,La Liga,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,"Madrid, Spain","Pamplona, Spain"
6aa50a15,2023-12-03 21:00,Amorebieta,Burgos,57.0,43.0,Haritz Mújika,Male,1983-02-28,"Zarautz, Spain",Táctico,4-2-3-1,Bolo Snow,Male,1970-10-28,"Oviedo, Spain",Pragmático,4-2-3-1,Instalaciones de Lezama Campo 2,1088.0,"Lezama, Spain",Iosu Galech,Marcos Barroso Galán,Álvaro Carreño,Imanol Irurtzun Artola,Rafael Sánchez,Segunda División,Male,2023-2024,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,"Amorebieta-Etxano, Spain","Burgos, Spain"
6ab2a187,2024-02-03 18:30,Villarreal,Real Betis,45.0,55.0,Sara Monforte,Female,1983-05-21,"Valencia, Spain",Táctico,4-3-3,María Pry,Female,1985-07-02,"San Sebastián, Spain",Desarrollo Juvenil,4-2-3-1,Ciudad Deportiva Del Villarreal,,"Villarreal, Spain",Elisabeth Calvo Valentín,,,Verónica González Sánchez,,Liga F,Female,2023-2024,AFC Master Referee Certification,,,AFC Master Referee Certification,,"Villarreal, Spain","Sevilla, Spain"
6ac2ae8f,2024-02-10 16:15,Amorebieta,Elche,30.0,70.0,Jandro Snow,Male,1978-04-11,"Oviedo, Spain",Desarrollo Juvenil,4-3-3,Sebastián Becaccece,Male,1981-01-01,"Rosario, Argentina",Táctico,4-3-3,Instalaciones de Lezama Campo 2,747.0,"Lezama, Spain",Miguel González,Judit Romano,Daniel Novoa,Eder Mallo,Iosu Galech,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,"Amorebieta-Etxano, Spain","Elche, Spain"
6ad04e4d,2023-04-16 18:00,Real Betis,Real Madrid,31.0,69.0,Gerardo García León,Male,1981-08-14,"Oviedo, Spain",Pragmático,4-4-2,Alberto Toril,Male,1973-03-27,"La Algaba, Spain",Desarrollo Juvenil,4-3-3,Ciudad Deportiva Luis del Sol,,"Sevilla, Spain",Alex Bruno,Marta Villanueva Benavente,Ruben Schaken,Alba Félix Egea,,Liga F,Female,2022-2023,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,,"Sevilla, Spain","Madrid, Spain"
6af44bf7,2022-12-11 18:30,Eibar,Oviedo,62.0,38.0,Gaizka Garitano,Male,1975-07-09,"Bergara, Spain",Defensivo,4-2-3-1,Álvaro Cervera,Male,1965-11-20,"Madrid, Spain",Defensivo,4-2-3-1,Estadio Municipal de Ipurúa,5078.0,"Eibar, Spain",Raúl González,Francisco Arencibia,Christian Valverde,Pedro Muñoz,David Pérez,Segunda División,Male,2022-2023,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,"Eibar, Spain","Oviedo, Spain"
6b1f8ce4,2022-03-20 14:00,Amorebieta,Alcorcón,48.0,52.0,Haritz Mújika,Male,1983-02-28,"Zarautz, Spain",Táctico,4-2-3-1,Fran Fernández,Male,1981-03-03,"Salamanca, Spain",Defensivo,4-4-2,Instalaciones de Lezama Campo 2,688.0,"Lezama, Spain",Rafael Sánchez,Sergi López,Javier Garrido Concha,Alonso De Ena Wolf,Víctor Areces,Segunda División,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Amorebieta-Etxano, Spain","Alcorcón, Spain"
6b38b91c,2022-10-15 16:15,FC Andorra,Alavés,77.0,23.0,Eder Sarabia,Male,1980-11-23,"Barcelona, Spain",Táctico,4-2-3-1,Luis García,Male,1973-02-10,"Zaragoza, Spain",Táctico,4-4-2,Estadi Comunal d'Andorra la Vella,2240.0,"Andorra la Vella, Andorra",David Gálvez,Guillermo Santiago,David Bernal Martín,Víctor Pérez,Eduardo Prieto,Segunda División,Male,2022-2023,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,"Andorra la Vella, Andorra","Vitoria-Gasteiz, Spain"
6b443d2c,2022-05-12 19:00,Real Sociedad,Cádiz,52.0,48.0,Imanol Alguacil,Male,1971-04-22,"Orio, Spain",Ofensivo,4-3-3,Sergio Snow,Male,1975-03-10,"Oviedo, Spain",Pragmático,4-2-3-1,Estadio Municipal de Anoeta,29014.0,"San Sebastián, Spain",Juan Martínez,Ángel Nevado,Miguel Martínez,Luis Bestard Servera,David Medié,La Liga,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,"San Sebastián, Spain","Cádiz, Spain"
6b5ac953,2023-01-21 14:00,Rayo Vallecano,Real Sociedad,54.0,46.0,Andoni Iraola,Male,1982-06-22,"Getxo, Spain",Ofensivo,4-3-3,Imanol Alguacil,Male,1971-04-22,"Orio, Spain",Ofensivo,4-3-3,Estadio del Rayo Vallecano,12874.0,"Madrid, Spain",Antonio Matéu,Pau Cebrián,Rubén Porras,Daniel Pastoriza,Santiago Jaime,La Liga,Male,2022-2023,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Madrid, Spain","San Sebastián, Spain"
6b820d45,2023-01-07 18:30,Mallorca,Valladolid,42.0,58.0,Javier Aguirre,Male,1958-12-01,"Mexico City, México",Pragmático,4-4-2,Pacheta Snow,Male,1968-08-01,"Salamanca, Spain",Defensivo,4-4-2,Iberostar Estadi,14129.0,"Palma, Spain",Valentín Pizarro,Fernando Tresaco Escabosa,Álvaro Granel,Francisco  Fernández Vidal,Santiago Jaime,La Liga,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,"Palma de Mallorca, Spain","Valladolid, Spain"
6b890537,2023-04-15 14:00,Villarreal,Valladolid,70.0,30.0,Quique Setién,Male,1958-09-27,"Santander, Spain",Táctico,4-3-3,Paulo Pezzolano,Male,1982-11-26,"Montevideo, Uruguay",Ofensivo,4-2-3-1,Estadio de la Cerámica,14876.0,"Villarreal, Spain",Javier Villanueva,Jorge Bueno,Antonio Cerezo,Daniel Pastoriza,Xavi Estrada,La Liga,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Villarreal, Spain","Valladolid, Spain"
6bb56f15,2023-02-11 16:15,Almería,Betis,52.0,48.0,Rubí Snow,Male,1970-08-05,"Vilasar de Mar, Spain",Táctico,4-2-3-1,Manuel Pellegrini,Male,1953-09-16,"Santiago, Chile",Táctico,4-2-3-1,Power Horse Stadium,14288.0,"Almería, Spain",Alberola Rojas,Teodoro Sobrino,Iván Hernández,Francisco Ortega,Ignacio Iglesias,La Liga,Male,2022-2023,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,"Almería, Spain","Sevilla, Spain"
6bb68301,2021-08-29 19:30,Rayo Vallecano,Granada,47.0,53.0,Andoni Iraola,Male,1982-06-22,"Getxo, Spain",Ofensivo,4-3-3,Robert Moreno,Male,1977-09-19,"L'Hospitalet de Llobregat, Spain",Ofensivo,4-3-3,Estadio del Rayo Vallecano,583.0,"Madrid, Spain",Jesús Gil,Ángel Nevado,Javier Martínez,Albert Ávalos,José González,La Liga,Male,2021-2022,FIFA Elite Referee Certification,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,"Madrid, Spain","Granada, Spain"
6bc552c2,2023-11-05 16:15,Valencia,Granada,51.0,49.0,Rubén Baraja,Male,1975-07-11,"Valladolid, Spain",Táctico,4-2-3-1,Paco López,Male,1967-06-01,"Silla, Spain",Ofensivo,4-3-3,Estadio de Mestalla,44922.0,"Valencia, Spain",Víctor García,Joan Méndez,Julián Villaseñor,David López Jiménez,Carlos del Cerro,La Liga,Male,2023-2024,UEFA Pro Referee License,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,"Valencia, Spain","Granada, Spain"
6bdd8e26,2023-12-17 21:00,Racing Ferrol,Tenerife,54.0,46.0,Cristóbal Parralo,Male,1972-04-17,"Madrid, Spain",Defensivo,4-4-2,Asier Garitano,Male,1970-02-20,"Bergara, Spain",Táctico,4-2-3-1,Estadio Municipal de A Malata,5831.0,"Ferrol, Spain",Rubén Ávalos,Brian Valencia,Ion Rodríguez Portela,Álvaro López,David Gálvez,Segunda División,Male,2023-2024,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,"Ferrol, Spain","Tenerife, Spain"
6be0f6c7,2022-10-16 18:30,Burgos,CD Mirandés,31.0,69.0,Julián Calero,Male,1971-01-16,"Madrid, Spain",Defensivo,4-2-3-1,Joseba Etxeberria,Male,1977-09-05,"Elgoibar, Spain",Ofensivo,4-3-3,Estadio Municipal de El Plantío,10483.0,"Burgos, Spain",Iosu Galech,Marcos Barroso Galán,David Fernández,Alberto Gómez Lameiro,Raúl González,Segunda División,Male,2022-2023,UEFA Pro Referee License,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,"Burgos, Spain","Miranda de Ebro, Spain"
6c00e233,2023-10-14 21:00,Espanyol,Valladolid,34.0,66.0,Luis García,Male,1973-02-10,"Zaragoza, Spain",Táctico,4-4-2,Paulo Pezzolano,Male,1982-11-26,"Montevideo, Uruguay",Ofensivo,4-2-3-1,Stage Front Stadium,21439.0,"Cornellá de Llobregat, Spain",Iván Caparrós,Javier García Lorenzo,Christian García,Alejandro Ojaos,Iosu Galech,Segunda División,Male,2023-2024,UEFA Pro Referee License,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Barcelona, Spain","Valladolid, Spain"
6c309d83,2021-11-21 17:15,Tenerife,Alcorcón,55.0,45.0,Ramis Snow,Male,1970-07-09,"Maó, Spain",Defensivo,4-4-2,Fran Fernández,Male,1981-03-03,"Salamanca, Spain",Defensivo,4-4-2,Estadio Heliodoro Rodríguez Lopéz,11810.0,"Santa Cruz de Tenerife, Spain",Alejandro Quintero,Víctor Jara Cordobés,José García,José Guzmán,Daniel Ocón,Segunda División,Male,2021-2022,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,"Tenerife, Spain","Alcorcón, Spain"
6c39e2c5,2023-10-21 12:00,Eibar,Villarreal,46.0,54.0,Yerai Martín,Male,1983-09-19,"Las Palmas de Gran Canaria, Spain",Pragmático,4-3-3,Sara Monforte,Female,1983-05-21,"Valencia, Spain",Táctico,4-3-3,Estadio Municipal de Ipurúa,,"Eibar, Spain",Marta Huerta de Aza,Ignacio Camacho,Belinda Castilla Mesa,Patricia Gómez Gómez,,Liga F,Female,2023-2024,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,AFC Master Referee Certification,,"Eibar, Spain","Villarreal, Spain"
6c4786df,2022-11-19 16:00,Sporting Huelva,Real Madrid,29.0,71.0,Antonio Toledo,Male,1984-08-27,"Valencia, Spain",Defensivo,4-2-3-1,Alberto Toril,Male,1973-03-27,"La Algaba, Spain",Desarrollo Juvenil,4-3-3,Campo Federativo de la Orden,,"Algeciras, Spain",Amy Peñalver Pearce,Sandro Silva,Kaja Rogulj,Melissa López Osorio,,Liga F,Female,2022-2023,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,,"Huelva, Spain","Madrid, Spain"
6c5cc45a,2023-09-30 21:00,Villarreal B,Alcorcón,67.0,33.0,Miguel Álvarez,Male,1964-11-15,"Castro Urdiales, Spain",Desarrollo Juvenil,4-3-3,Fran Fernández,Male,1981-03-03,"Salamanca, Spain",Defensivo,4-4-2,Estadio de la Cerámica,1775.0,"Villarreal, Spain",Daniel Trujillo,Fernando Estela,Ricardo Landrove,Jorge Díaz,Adrián Cordero,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,"Villarreal, Spain","Alcorcón, Spain"
6c7509f7,2022-04-10 18:15,Ibiza,Eibar,47.0,53.0,Paco Snow,Male,1976-05-02,"Alicante, Spain",Pragmático,4-4-2,Gaizka Garitano,Male,1975-07-09,"Bergara, Spain",Defensivo,4-2-3-1,Estadio Municipal de Can Misses,5012.0,"Ibiza, Spain",Saúl Ais,Marcos Saenén,Rubén Campo Hernández,Pablo Morales,David Gálvez,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,"Ibiza, Spain","Eibar, Spain"
6c7993b3,2023-02-11 16:15,Zaragoza,Alavés,61.0,39.0,Fran Escribá,Male,1965-09-03,"Valencia, Spain",Defensivo,4-4-2,Luis García,Male,1973-02-10,"Zaragoza, Spain",Táctico,4-4-2,Estadio de la Romareda,20677.0,"Zaragoza, Spain",Iván Caparrós,Javier García Lorenzo,Christian García,Jaime Ruiz,Víctor Areces,Segunda División,Male,2022-2023,UEFA Pro Referee License,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License,"Zaragoza, Spain","Vitoria-Gasteiz, Spain"
6c96832f,2022-12-30 19:15,Celta Vigo,Sevilla,44.0,56.0,Carlos Carvalhal,Male,1965-12-04,"Braga, Portugal",Táctico,4-4-2,Jorge Sampaoli,Male,1960-03-13,"Casilda, Argentina",Ofensivo,4-3-3,Estadio de Balaídos,13653.0,"Vigo, Spain",Ricardo de Burgos,Roberto Díaz,Jon Núnez,Daniel Palencia,David Medié,La Liga,Male,2022-2023,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,"Vigo, Spain","Sevilla, Spain"
6c98029a,2022-02-06 14:00,Fuenlabrada,Valladolid,41.0,59.0,Sergio Pellicer,Male,1973-05-15,"Torrent, Spain",Táctico,4-4-2,Pacheta Snow,Male,1968-08-01,"Salamanca, Spain",Defensivo,4-4-2,Estadio Fernando Torres,3402.0,"Fuenlabrada, Spain",Rubén Ávalos,Brian Valencia,Josep Antoni Vigo Gatius,José Martínez,Daniel Ocón,Segunda División,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,"Fuenlabrada, Spain","Valladolid, Spain"
