id,cost,exclusive,PlacementDate,placement_type,type_description,ads,building,programme,post
373,106500,2019-11-11 15:08:11,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,4621,,Rioja Vision - Travel Magazine,
374,205000,2020-09-29 13:05:58,1,Affiliate Marketing,Earning a commission for promoting another company's products or services.,3797,,Melilla Vision - Sports Express,16505
374,205000,2020-09-29 13:05:58,1,Affiliate Marketing,Earning a commission for promoting another company's products or services.,8756,FC Andorra - GoalLine Gear,,16082
374,205000,2020-09-29 13:05:58,1,Affiliate Marketing,Earning a commission for promoting another company's products or services.,3338,Real Sociedad B - CornerKick Collections,TenisTalk FM - Nighttime Serenade,
374,205000,2020-09-29 13:05:58,1,Affiliate Marketing,Earning a commission for promoting another company's products or services.,4936,,,17087
374,205000,2020-09-29 13:05:58,1,Affiliate Marketing,Earning a commission for promoting another company's products or services.,9147,,GolfQuest TV - Travel Magazine,
375,240500,2023-04-05 17:06:31,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,8392,,Navarra Waves - Twilight Tunes,13381
375,240500,2023-04-05 17:06:31,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,7872,Amorebieta - SoccerSphere,,13650
375,240500,2023-04-05 17:06:31,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,2640,Ibiza - GoalLine Gear,,14941
375,240500,2023-04-05 17:06:31,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,9321,Eldense - PitchSide Pro Shop,TravelBulletin TV - Current Affairs,16042
375,240500,2023-04-05 17:06:31,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,1843,Almería - SoccerSphere,,14444
375,240500,2023-04-05 17:06:31,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,4596,Alcorcón - GoalLine Gear,TechTalk TV - Daily News Recap,13623
375,240500,2023-04-05 17:06:31,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,10709,Burgos - TurfTrends Emporium,InformaWave TV - Behind the Headlines,
375,240500,2023-04-05 17:06:31,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,6817,Levante - CornerKick Collections,Andalucía TV - Live Sports Update,
375,240500,2023-04-05 17:06:31,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,2157,Racing Sant - NetBound Sports,EducationUpdate TV - Magazine Live,13375
375,240500,2023-04-05 17:06:31,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,2442,Albacete - Striker's Style Outlet,,15202
375,240500,2023-04-05 17:06:31,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,10129,,UltraRunning TV - Sports Insight,12863
375,240500,2023-04-05 17:06:31,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,8602,Real Madrid - CornerKick Collections,Euskadi Beats - Morning Melodies,
375,240500,2023-04-05 17:06:31,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,6749,,,
375,240500,2023-04-05 17:06:31,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,4025,,,
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,8912,Alhama - Striker's Style Outlet,,12833
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,8754,,,17498
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,2755,Lugo - Referee's Choice Sports,NáuticaSports FM - Morning Melodies,16737
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,10392,Cartagena - TurfTrends Emporium,,20793
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,1855,Cádiz - CornerKick Collections,GlobalUpdate TV - Global News Roundup,
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,3728,,,18193
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,6296,Athletic Club - Referee's Choice Sports,,
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,1295,,,18323
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,8919,,,
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,7075,Albacete - PitchSide Pro Shop,EducationUpdate TV - Sports Talk,18306
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,6609,,,18083
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,4769,Villarreal - KickOff Kits,,16153
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,2876,,,15445
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,1534,,,15733
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,3112,,,
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,6341,Valladolid - PitchSide Pro Shop,,
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,3718,Eibar - Referee's Choice Sports,,
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,5261,,SportsNews TV - Sports Buzz,
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,8599,,Sevilla Sonora - Happy Hour Hits,
376,262000,2022-11-22 14:57:08,1,Influencer Marketing,Collaborating with influencers to promote a product or service.,9142,,,17822
377,115500,2020-02-11 23:39:50,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,7281,,,19146
377,115500,2020-02-11 23:39:50,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,7368,CD Mirandés - Referee's Choice Sports,BoxingArena TV - Feature Report,17595
377,115500,2020-02-11 23:39:50,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,1957,Real Betis - GoalLine Gear,Asturias Radio - Late Night Jazz,15014
377,115500,2020-02-11 23:39:50,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,2346,,,21634
377,115500,2020-02-11 23:39:50,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,10598,Huesca - GoalLine Gear,Castilla TV - Current Affairs,14295
377,115500,2020-02-11 23:39:50,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,4658,Ponferradina - CornerKick Collections,Asturias Vision - Sports Spectacle,19509
377,115500,2020-02-11 23:39:50,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,3657,,DeporteFM - Weekend Vibes,15089
377,115500,2020-02-11 23:39:50,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,1469,,,
377,115500,2020-02-11 23:39:50,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,10136,,,17798
377,115500,2020-02-11 23:39:50,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,10858,,,
377,115500,2020-02-11 23:39:50,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,9221,Real Betis - NetBound Sports,Sevilla Sonora - Happy Hour Hits,
377,115500,2020-02-11 23:39:50,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,1490,,ScienceBeat TV - Sports Insight,16616
377,115500,2020-02-11 23:39:50,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,10654,,,20818
377,115500,2020-02-11 23:39:50,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,5030,Valencia - Striker's Style Outlet,,
378,272500,2021-09-13 04:55:21,0,Email Newsletter Sponsorship,Paid sponsorship of newsletters sent via email to a targeted audience.,4123,Mallorca - PitchSide Pro Shop,CiclismoWave Radio - Rockin' Rhythms,
378,272500,2021-09-13 04:55:21,0,Email Newsletter Sponsorship,Paid sponsorship of newsletters sent via email to a targeted audience.,9735,Real Sociedad B - Striker's Style Outlet,,
378,272500,2021-09-13 04:55:21,0,Email Newsletter Sponsorship,Paid sponsorship of newsletters sent via email to a targeted audience.,9996,Villarreal B - KickOff Kits,SocialIssues FM - Latin Lounge,
378,272500,2021-09-13 04:55:21,0,Email Newsletter Sponsorship,Paid sponsorship of newsletters sent via email to a targeted audience.,3022,,,14682
378,272500,2021-09-13 04:55:21,0,Email Newsletter Sponsorship,Paid sponsorship of newsletters sent via email to a targeted audience.,9109,,,16767
378,272500,2021-09-13 04:55:21,0,Email Newsletter Sponsorship,Paid sponsorship of newsletters sent via email to a targeted audience.,7819,,NáuticaSports TV - Sunday Magazine,18366
379,52500,2019-12-19 21:38:14,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,6501,Albacete - SoccerSphere,CulturalChronicle FM - Midday Mix,
379,52500,2019-12-19 21:38:14,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,8195,,,15128
379,52500,2019-12-19 21:38:14,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,3717,,,13264
379,52500,2019-12-19 21:38:14,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,5006,Real Sociedad B - PitchPerfect Provisions,,20358
379,52500,2019-12-19 21:38:14,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,8527,Albacete - TurfTrends Emporium,Andalusia Beats Radio - Funky Fusion,14567
379,52500,2019-12-19 21:38:14,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,4927,Elche - CornerKick Collections,,
379,52500,2019-12-19 21:38:14,0,Television Commercials,Video ads broadcasted on television networks during commercial breaks.,3921,,,21612
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,6597,,,17001
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,8646,,Rioja Radio - Afternoon Harmony,19784
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,1871,Madrid CFF - PitchPerfect Provisions,,12632
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,6374,,,14915
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,9304,,,
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,4154,Girona - GoalLine Gear,,
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,10387,,,22288
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,2717,,ActualidadTV - Travel Magazine,18020
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,6739,Granada - CornerKick Collections,BoxingArena Radio - Sunday Soothing,12675
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,7913,Alhama - PitchPerfect Provisions,SocialIssues TV - Magazine Live,14645
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,2127,,Andalucía Waves - Twilight Tunes,21769
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,2892,,,13278
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,9389,Albacete - Referee's Choice Sports,BoxingArena Radio - Soulful Sessions,21837
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,1453,Sporting Gijón - NetBound Sports,,
380,185500,2024-03-23 21:13:59,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,7798,Villarreal - KickOff Kits,Melilla Vision - News Today,20343
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,2211,Zaragoza - PitchSide Pro Shop,,19770
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,2345,Madrid CFF - GoalLine Gear,,20695
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,1314,Racing Ferrol - KickOff Kits,,17799
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,4787,,EducationUpdate Radio - Happy Hour Hits,13036
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,4641,Burgos - PitchPerfect Provisions,WeatherUpdate TV - Health Magazine,19011
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,4624,Huesca - Striker's Style Outlet,,16594
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,10262,Celta Vigo - PitchSide Pro Shop,BoxingArena TV - Sports Buzz,
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,8192,Barcelona - NetBound Sports,,17302
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,8350,Valencia - KickOff Kits,Valencia TV - Travel Magazine,
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,7310,,,15767
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,8913,,WeatherUpdate Radio - Midnight Mood,22175
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,3540,Levante - TurfTrends Emporium,,17475
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,2130,,,13563
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,1331,Real Betis - PitchSide Pro Shop,Iberia News Channel - News Today,
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,9662,,,13204
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,6714,Alavés - PitchSide Pro Shop,,
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,3711,Málaga - PitchSide Pro Shop,ScienceBeat Radio - Weekend Vibes,
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,3459,,InformaWave TV - World News Tonight,18321
381,66000,2019-01-01 16:38:08,1,Video Ads,Promotional content presented in video format on platforms like YouTube.,7721,,,18325
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,1199,,EconomyInsights TV - SportsZone,
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,1216,,,20534
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,3307,,,
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,2066,Almería - GoalLine Gear,Costa Vision - Live Sports Update,16639
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,9226,Levante - GoalLine Gear,Valencia TV pure - Feature Report,
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,2732,,,13424
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,5310,Almería - SoccerSphere,Barcelona Radio Estrella - Classic Countdown,
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,10571,,,
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,9810,Eibar - CornerKick Collections,Extremadura TV - Sports Talk,16484
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,3432,Getafe - TurfTrends Emporium,AireAventura TV - Prime Time News,21205
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,3960,,Rioja Radio - Late Night Jazz,
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,2634,Girona - PitchPerfect Provisions,,16290
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,4326,Valladolid - PitchPerfect Provisions,,13097
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,6351,,,12882
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,7610,,,19665
382,82000,2022-06-22 21:23:47,0,  Ads,Displaying ads to users who have previously interacted with a website or app.,7472,Real Betis - PitchPerfect Provisions,,21382
383,82500,2019-03-29 18:25:29,1,Banner Ads,Graphic display ads on buildings or websites to promote a product or service.,3454,Betis - Striker's Style Outlet,,
383,82500,2019-03-29 18:25:29,1,Banner Ads,Graphic display ads on buildings or websites to promote a product or service.,10942,,AireAventura Radio - Midnight Mood,16437
383,82500,2019-03-29 18:25:29,1,Banner Ads,Graphic display ads on buildings or websites to promote a product or service.,1130,Espanyol - PitchPerfect Provisions,,13742
383,82500,2019-03-29 18:25:29,1,Banner Ads,Graphic display ads on buildings or websites to promote a product or service.,7583,,,18258
383,82500,2019-03-29 18:25:29,1,Banner Ads,Graphic display ads on buildings or websites to promote a product or service.,7633,Betis - Referee's Choice Sports,,20640
383,82500,2019-03-29 18:25:29,1,Banner Ads,Graphic display ads on buildings or websites to promote a product or service.,1437,Amorebieta - Referee's Choice Sports,,13018
383,82500,2019-03-29 18:25:29,1,Banner Ads,Graphic display ads on buildings or websites to promote a product or service.,4967,,,19107
383,82500,2019-03-29 18:25:29,1,Banner Ads,Graphic display ads on buildings or websites to promote a product or service.,10648,,,15663
383,82500,2019-03-29 18:25:29,1,Banner Ads,Graphic display ads on buildings or websites to promote a product or service.,9388,Real Sociedad - SoccerSphere,,20455
383,82500,2019-03-29 18:25:29,1,Banner Ads,Graphic display ads on buildings or websites to promote a product or service.,8460,Lugo - KickOff Kits,InformaWave TV - World News Tonight,19985
383,82500,2019-03-29 18:25:29,1,Banner Ads,Graphic display ads on buildings or websites to promote a product or service.,6562,Mallorca - KickOff Kits,WeatherUpdate TV - Sports Highlights,14268
383,82500,2019-03-29 18:25:29,1,Banner Ads,Graphic display ads on buildings or websites to promote a product or service.,7243,,WeatherUpdate TV - Evening Edition,18065
383,82500,2019-03-29 18:25:29,1,Banner Ads,Graphic display ads on buildings or websites to promote a product or service.,7147,Zaragoza - PitchSide Pro Shop,,18617
383,82500,2019-03-29 18:25:29,1,Banner Ads,Graphic display ads on buildings or websites to promote a product or service.,10066,,HealthWatch TV - Sports Buzz,
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,2380,Real Sociedad B - GoalLine Gear,,12639
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,5056,,,20431
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,4519,Osasuna - KickOff Kits,,
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,10726,,RadioEspaña 98.5 - Rockin' Rhythms,19414
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,10145,,Rioja Radio - Smooth Sounds,18403
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,5453,Levante Planas - Striker's Style Outlet,,18250
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,9061,,,20967
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,10225,,,15429
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,10534,Las Palmas - NetBound Sports,,15912
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,8032,,,22265
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,6294,,TenisVision - Prime Time News,18180
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,10808,,SocialIssues FM - Latin Lounge,20241
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,5880,UDG Tenerife - KickOff Kits,,21590
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,9675,Real Sociedad B - SoccerSphere,,17403
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,4048,Albacete - KickOff Kits,,13365
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,5416,,Euskadi Beats - Classic Countdown,12920
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,10862,,BasketWave Radio - Evening Echoes,16910
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,7994,,WeatherUpdate TV - Behind the Headlines,
384,138000,2023-08-30 17:03:00,1,Search Engine Ads,Paid ads displayed on search engine results pages based on keywords.,1661,Levante Planas - NetBound Sports,Andalusia News - Evening Edition,12638
385,493500,2024-10-22 09:39:43,1,Radio Ads,Audio ads aired on radio stations during programming or commercial breaks.,5861,Sporting Gijón - Striker's Style Outlet,Catalunya TV - Sports Spectacle,20567
385,493500,2024-10-22 09:39:43,1,Radio Ads,Audio ads aired on radio stations during programming or commercial breaks.,1298,FC Andorra - SoccerSphere,ActualidadTV - Current Affairs,21029
385,493500,2024-10-22 09:39:43,1,Radio Ads,Audio ads aired on radio stations during programming or commercial breaks.,7309,,EnvironmentFocus TV - Evening Edition,14545
385,493500,2024-10-22 09:39:43,1,Radio Ads,Audio ads aired on radio stations during programming or commercial breaks.,6396,,,21715
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,8013,,DeporteFM - Midnight Mood,13821
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,1487,Real Madrid - Striker's Style Outlet,Ceuta Radio - Weekend Vibes,16559
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,3959,,WeatherUpdate Radio - Funky Fusion,13171
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,1989,Levante - Referee's Choice Sports,Valencia TV - Travel Magazine,17556
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,5006,Real Sociedad - KickOff Kits,,18667
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,4750,Eldense - Referee's Choice Sports,NoticiasVision - Daily News Recap,14432
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,9811,,Iberia News Channel - Magazine Showcase,
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,5891,,GolSports TV - Evening Edition,18682
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,4976,,BasketVision - Feature Report,
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,2593,,SurfWave TV - Current Affairs,15405
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,1356,,EconomyInsights Radio - Happy Hour Hits,15934
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,3378,,Innovación Radio - Latin Lounge,15658
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,6447,,,13621
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,4233,,,18741
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,8444,Ibiza - CornerKick Collections,,20989
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,5555,,CazaPesca Radio - Nighttime Serenade,13409
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,10347,Real Sociedad B - PitchSide Pro Shop,Valencia TV pure - Prime Time News,16366
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,4423,Leganés - KickOff Kits,,21365
386,237500,2019-06-18 08:23:05,1,Geotargeted Ads,Ads delivered to users based on their geographic location.,9878,,,13872
387,40000,2020-10-24 08:18:26,1,  Ads,Displaying ads to users who have previously interacted with a website or app.,4509,Burgos - PitchPerfect Provisions,,17494
387,40000,2020-10-24 08:18:26,1,  Ads,Displaying ads to users who have previously interacted with a website or app.,6995,Espanyol - GoalLine Gear,ScienceBeat Radio - Latin Lounge,13487
387,40000,2020-10-24 08:18:26,1,  Ads,Displaying ads to users who have previously interacted with a website or app.,8000,,Ceuta Radio - Twilight Tunes,
387,40000,2020-10-24 08:18:26,1,  Ads,Displaying ads to users who have previously interacted with a website or app.,8617,Real Betis - PitchSide Pro Shop,,16250
387,40000,2020-10-24 08:18:26,1,  Ads,Displaying ads to users who have previously interacted with a website or app.,9986,Rayo Vallecano - SoccerSphere,,20274
387,40000,2020-10-24 08:18:26,1,  Ads,Displaying ads to users who have previously interacted with a website or app.,10554,Sporting Huelva - Referee's Choice Sports,Iberia News Channel - Current Affairs,
387,40000,2020-10-24 08:18:26,1,  Ads,Displaying ads to users who have previously interacted with a website or app.,9595,,GolfQuest TV - Sports Express,18592
387,40000,2020-10-24 08:18:26,1,  Ads,Displaying ads to users who have previously interacted with a website or app.,4158,,,20153
387,40000,2020-10-24 08:18:26,1,  Ads,Displaying ads to users who have previously interacted with a website or app.,10015,Rayo Vallecano - SoccerSphere,,14108
388,182000,2020-09-09 10:54:03,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,5906,Tenerife - Striker's Style Outlet,,14903
388,182000,2020-09-09 10:54:03,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,6214,Betis - PitchSide Pro Shop,BoxingArena Radio - Morning Melodies,21763
388,182000,2020-09-09 10:54:03,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,9670,CD Mirandés - Referee's Choice Sports,,13164
388,182000,2020-09-09 10:54:03,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,7511,,,
388,182000,2020-09-09 10:54:03,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,3017,,LocalPress TV - Sunday Magazine,20413
388,182000,2020-09-09 10:54:03,0,Influencer Marketing,Collaborating with influencers to promote a product or service.,6915,Ponferradina - PitchSide Pro Shop,,14379
389,264500,2024-04-19 19:27:22,0,Video Ads,Promotional content presented in video format on platforms like YouTube.,6211,Celta Vigo - SoccerSphere,,17037
389,264500,2024-04-19 19:27:22,0,Video Ads,Promotional content presented in video format on platforms like YouTube.,1336,,,
389,264500,2024-04-19 19:27:22,0,Video Ads,Promotional content presented in video format on platforms like YouTube.,6569,Ponferradina - Striker's Style Outlet,Ceuta Radio - Midnight Mood,
389,264500,2024-04-19 19:27:22,0,Video Ads,Promotional content presented in video format on platforms like YouTube.,8195,Racing Ferrol - Referee's Choice Sports,NoticiasFM - Soulful Sessions,17733
389,264500,2024-04-19 19:27:22,0,Video Ads,Promotional content presented in video format on platforms like YouTube.,3222,,Valencia TV pure - Sports Buzz,13133
389,264500,2024-04-19 19:27:22,0,Video Ads,Promotional content presented in video format on platforms like YouTube.,7682,,,19515
389,264500,2024-04-19 19:27:22,0,Video Ads,Promotional content presented in video format on platforms like YouTube.,7907,Barcelona - NetBound Sports,CiclismoTV - Feature Report,20576
389,264500,2024-04-19 19:27:22,0,Video Ads,Promotional content presented in video format on platforms like YouTube.,1027,Alhama - NetBound Sports,,21842
